Timestamp,xdk_id,Humidity,Pressure,Temperature,Light,Noise
2022-11-29 20:50:16,2,53,96579,28.721,11,24.943569
2022-11-29 20:50:21,2,53,96582,28.721,11,25.21067
2022-11-29 20:50:27,2,53,96579,28.71,11,37.42733
2022-11-29 20:50:32,2,53,96579,28.701,11,24.943569
2022-11-29 20:50:37,2,53,96581,28.721,11,28.784672
2022-11-29 20:50:43,2,53,96577,28.721,11,28.385441
2022-11-29 20:50:48,2,53,96580,28.721,11,24.845236
2022-11-29 20:50:54,2,53,96581,28.721,11,21.768118
2022-11-29 20:50:59,2,53,96582,28.721,11,28.724024
2022-11-29 20:51:05,2,53,96581,28.721,11,24.761553
2022-11-29 20:51:10,2,53,96581,28.721,11,30.782154
2022-11-29 20:51:16,2,53,96582,28.721,11,38.635593
2022-11-29 20:51:21,2,53,96582,28.71,11,24.89468
2022-11-29 20:51:26,2,53,96583,28.721,11,35.099545
2022-11-29 20:51:32,2,53,96583,28.721,11,28.59314
2022-11-29 20:51:37,2,53,96575,28.71,11,28.870806
2022-11-29 20:51:43,2,53,96577,28.71,11,26.460058
2022-11-29 20:51:48,2,53,96580,28.71,11,28.213348
2022-11-29 20:51:54,2,53,96579,28.73,11,28.220974
2022-11-29 20:51:59,2,53,96585,28.71,11,25.519436
2022-11-29 20:52:04,2,53,96580,28.721,11,25.241041
2022-11-29 20:52:10,2,53,96580,28.721,11,28.144104
